重要	13952	-6.86109122174
干部	13943	-6.86173649869
高	13861	-6.86763494767
种	13786	-6.87306050444
人民	13654	-6.88268156991
美国	13609	-6.88598275033
家	13493	-6.89454305646
科技	13414	-6.90041515123
更	13340	-6.90594704842
加强	13275	-6.91083152178
所	13251	-6.91264106762
公司	13160	-6.91953216301
其	13009	-6.93107266328
王	12982	-6.93315030629
党	12956	-6.93515508759
起	12928	-6.93731858712
活动	12924	-6.93762804094
今天	12854	-6.94305904195
群众	12834	-6.94461618958
生产	12774	-6.94930223376
世界	12749	-6.95126125175
位	12683	-6.95645157482
县	12651	-6.95897782547
提高	12630	-6.96063915254
技术	12625	-6.96103511374
自己	12618	-6.96158972296
前	12442	-6.97563624281
亿	12380	-6.98063182165
能	12348	-6.98321998226
区	12341	-6.98378703643
用	12220	-6.99364013516
最	12216	-6.99396752099
同志	12164	-6.99823331909
李	12044	-7.00814747828
部	11914	-7.0189999097
农民	11715	-7.03584401694
政治	11689	-7.03806586028
给	11648	-7.04157959745
全	11629	-7.04321211059
会议	11530	-7.05176175462
没有	11431	-7.06038512586
组织	11315	-7.07058480982
社会主义	11286	-7.07315106936
做	11261	-7.07536866019
一些	11191	-7.08160420507
每	10872	-7.11052341205
村	10867	-7.11098341482
据	10841	-7.11337884622
们	10786	-7.11846509199
得	10653	-7.13087254627
及	10643	-7.13181168984
方面	10593	-7.13652068329
项	10586	-7.13718171547
各	10572	-7.13850509216
农业	10536	-7.14191612446
要求	10511	-7.14429176106
达	10483	-7.14695919143
同	10451	-7.15001642129
小	10363	-7.1584723187
几	10340	-7.16069421982
通过	10244	-7.17002192057
四	10180	-7.17628907778
该	10063	-7.18784875795
服务	10061	-7.18804752559
精神	10058	-7.18834575115
省	9960	-7.19813701731
实现	9848	-7.20944570002
内	9818	-7.21249665327
讯	9776	-7.21678368647
香港	9756	-7.21883160855
主席	9710	-7.2235578066
化	9690	-7.225619663
可	9649	-7.22985980587
条	9544	-7.24080140411
过	9530	-7.24226937124
生活	9507	-7.24468571953
今年	9438	-7.2519699956
建立	9432	-7.25260592567
举行	9417	-7.25419752238
五	9353	-7.26101694145
华	9266	-7.27036230191
去	9221	-7.27523059735
性	9220	-7.27523059735
工程	9203	-7.27718457105
报道	9188	-7.27881580408
这个	9141	-7.28394430023
它	9020	-7.29726975483
刘	8996	-7.29993405481
法	8917	-7.30875452175
图	8843	-7.31708790331
目前	8840	-7.31742721225
表示	8809	-7.32094016278
提出	8719	-7.33120953646
者	8715	-7.33166840993
届	8701	-7.33327612732
成为	8674	-7.33638404349
建	8668	-7.33707600523
产品	8614	-7.34332530227
就是	8593	-7.34576617057
这些	8576	-7.34774648458
同时	8521	-7.35418038406
代表	8505	-7.35605986306
认为	8420	-7.36610426065
开发	8408	-7.36753045533
情况	8291	-7.38154349977
作为	8284	-7.38238814537
思想	8275	-7.38347516764
她	8268	-7.38432144708
点	8230	-7.38892807421
去年	8174	-7.39575570376
解决	8170	-7.39624518003
参加	8165	-7.39685736248
德	8151	-7.39857346979
成	8151	-7.39857346979
比	8100	-7.40485002723
部门	8081	-7.40719846165
历史	8047	-7.41141473774
或	8044	-7.41178761699
可以	7973	-7.42065325538
水	7920	-7.42732288308
民	7894	-7.43061111166
研究	7888	-7.4313714716
看	7854	-7.43569113275
基础	7853	-7.43569113275
陈	7785	-7.44451528362
政策	7755	-7.44837629228
必须	7748	-7.44927934336
特别	7703	-7.45510422553
人员	7661	-7.46057156537
取得	7651	-7.46187773065
天	7645	-7.46266224952
坚持	7643	-7.46292389264
应	7611	-7.46711951962
主要	7583	-7.47080518918
农村	7552	-7.47490166006
长	7532	-7.47755347811
需要	7500	-7.48181106836
职工	7497	-7.48221114838
日本	7489	-7.48327881164
处	7451	-7.48836583733
增长	7442	-7.48957445898
希望	7408	-7.49415359156
投资	7397	-7.4956395763
进一步	7390	-7.49658635394
中央	7389	-7.49658635394
委	7387	-7.49699239036
抓	7377	-7.498347037
副	7339	-7.50351149534
文	7279	-7.51172059877
法律	7261	-7.51419652851
作	7225	-7.51916685491
有关	7217	-7.52027473481
让	7195	-7.52332774856
局	7184	-7.5248577579
走	7176	-7.52597196415
人们	7163	-7.52778520127
拉	7162	-7.52778520127
积极	7157	-7.52862319015
山	7150	-7.5296017322
学习	7126	-7.53296402172
总统	7125	-7.53296402172
克	7100	-7.53661930486
开展	7030	-7.54652738308
项目	7012	-7.54909112184
开始	6965	-7.55581648167
厂	6958	-7.55682201217
至	6946	-7.55854813458
以来	6880	-7.56809543696
经营	6869	-7.56969555367
促进	6849	-7.57261143269
再	6809	-7.5784688224
级	6804	-7.57920341437
却	6795	-7.5805270413
许多	6764	-7.58509965787
近	6745	-7.58791259924
江泽民	6731	-7.58999036788
这样	6708	-7.59341324494
金	6662	-7.60029434913
单位	6650	-7.60209723424
计划	6596	-7.61025068421
努力	6591	-7.61100900683
环境	6582	-7.61237543838
利	6557	-7.61618090762
老	6553	-7.61679112885
水平	6542	-7.61847115979
精神文明	6524	-7.62122640414
如	6516	-7.62245339816
事	6471	-7.62938343283
作用	6443	-7.63371981875
规定	6440	-7.63418554879
林	6437	-7.63465149583
增加	6437	-7.63465149583
总	6433	-7.63527309647
不能	6422	-7.63698449324
决定	6388	-7.64229285855
支持	6356	-7.64731484023
目标	6339	-7.6499930616
国务院	6326	-7.65204596402
事业	6320	-7.65299488074
一次	6287	-7.6582300795
八	6285	-7.65854824686
闻	6266	-7.66157589637
无	6259	-7.66269366096
实施	6249	-7.66429263796
提供	6205	-7.67135867025
开放	6188	-7.67410215619
外	6179	-7.67555764282
国有	6176	-7.67604327618
马	6166	-7.67766375944
以及	6164	-7.67798817145
文明	6156	-7.67928687293
当	6150	-7.68026200709
上海	6150	-7.68026200709
和平	6144	-7.68123809306
搞	6122	-7.68482524838
理论	6099	-7.68858926559
制度	6081	-7.69154493277
分	6074	-7.69269672228
产业	6072	-7.69302604881
指出	6068	-7.69368502742
地方	6067	-7.69368502742
稳定	6056	-7.69566457277
为了	6055	-7.69566457277
较	6045	-7.69748260484
总理	6040	-7.69831007696
美	6029	-7.7001329294
城市	6015	-7.70245773948
你	6011	-7.70312296485
办	6009	-7.70345574355
集团	6000	-7.70495461968
继续	5979	-7.708460759
场	5976	-7.70896264107
米	5931	-7.71652125605
自	5928	-7.71702720091
现在	5925	-7.71753340188
具有	5914	-7.71939166747
不断	5910	-7.72006825749
生	5886	-7.72413743909
曾	5864	-7.72788212432
书	5840	-7.73198329206
赛	5829	-7.73386862984
一种	5817	-7.73592942398
行	5807	-7.73765000251
条件	5802	-7.7385114032
质量	5760	-7.7457766142
进	5738	-7.74960337134
资金	5736	-7.74995198561
占	5716	-7.75344482884
学	5684	-7.75905887867
配	5677	-7.76029116472
影响	5669	-7.76170135356
由于	5664	-7.76258373251
江	5655	-7.76417397934
组	5652	-7.76470462408
已经	5588	-7.77609264751
体育	5576	-7.77824241545
得到	5570	-7.77931903496
此	5566	-7.7800374258
打	5563	-7.78057655781
方	5508	-7.79051250804
军	5495	-7.79287550105
双方	5493	-7.79323953454
实行	5487	-7.79433243083
才	5482	-7.79524409102
其中	5473	-7.79688717674
时间	5470	-7.79743547247
十	5467	-7.79798406899
访问	5456	-7.79999816836
友好	5445	-7.80201633252
发生	5425	-7.80569618948
六	5415	-7.80754120845
科	5412	-7.8080953786
资源	5408	-7.80883475016
不仅	5403	-7.80975973404
重点	5397	-7.81087084527
共同	5395	-7.81124149019
这里	5385	-7.8130967783
正	5373	-7.81532767716
效益	5371	-7.81569997798
形成	5362	-7.81737704909
艺术	5356	-7.81849666107
关于	5356	-7.81849666107
共	5352	-7.81924376608
明	5351	-7.81924376608
东	5348	-7.81999142966
统一	5342	-7.82111397422
比赛	5308	-7.82749897243
保护	5285	-7.83184146958
措施	5276	-7.83354585405
青年	5265	-7.83563294332
路	5248	-7.83886703726
那	5242	-7.840010984
起来	5236	-7.84115624086
工	5220	-7.84421668701
民族	5192	-7.8495951095
科学	5154	-7.85694097667
中心	5148	-7.85810579917
批	5146	-7.85849437504
强调	5143	-7.85907752211
委员会	5132	-7.86121864215
发挥	5117	-7.86414575908
全面	5115	-7.8645366895
也是	5109	-7.86571039856
基本	5107	-7.86610194124
出现	5106	-7.86610194124
车	5090	-7.86943625834
任务	5088	-7.86982926287
会见	5064	-7.87455740406
重视	5054	-7.87653407994
书记	5049	-7.87752388503
岁	5026	-7.88208964978
只	4994	-7.88847689705
美元	4985	-7.89028068549
联合国	4970	-7.8932942488
传统	4963	-7.8947036923
台	4952	-7.89692255352
采取	4946	-7.8981349198
收入	4921	-7.90320232702
约	4916	-7.9042188972
部队	4916	-7.9042188972
根据	4897	-7.90809131618
北	4888	-7.90993086703
阿	4855	-7.91670498716
业	4848	-7.91814784014
余	4831	-7.92166060333
像	4820	-7.92394016084
经验	4807	-7.92664089999
之间	4799	-7.92830652603
南	4774	-7.93352956099
机关	4753	-7.93793809127
一定	4734	-7.94194357781
结合	4722	-7.94448165024
农	4692	-7.95085515811
站	4684	-7.95256164317
加	4684	-7.95256164317
新闻	4673	-7.95491282519
巴	4662	-7.95726954829
团	4647	-7.9604922388
十分	4647	-7.9604922388
因	4645	-7.96092271664
工业	4638	-7.96243085007
则	4629	-7.96437322685
户	4623	-7.9656702439
吴	4619	-7.96653585746
开	4619	-7.96653585746
达到	4618	-7.2733886769
正在	4616	-7.9671855597
以上	4612	-7.9680524865
西	4599	-7.97087520035
作出	4598	-7.97087520035
严重	4596	-7.97152772892
钱	4587	-7.97348787329
重大	4571	-7.97698208955
讲	4563	-7.97873378696
利用	4545	-7.98268636127
世纪	4536	-7.98466852248
先进	4531	-7.98577142322
奖	4531	-7.98577142322
只有	4518	-7.98864467086
系统	4512	-7.98997357471
不是	4512	-7.98997357471
方式	4496	-7.99352597631
充分	4489	-7.9950841291
各种	4489	-7.9950841291
杨	4488	-7.9950841291
专家	4488	-7.9950841291
素质	4485	-7.99597559339
而且	4479	-7.99731428168
平	4476	-7.99798429845
监督	4475	-7.99798429845
京	4474	-7.99820773718
亩	4473	-7.99843122584
机构	4464	-8.00066886382
海	4463	-8.00066886382
安全	4456	-8.00246258628
罗	4454	-8.00291152007
完成	4427	-8.00899193515
面	4410	-8.01283939944
李鹏	4408	-8.01329301705
强	4401	-8.01488230107
间	4397	-8.0157915987
驻	4395	-8.01624655777
学校	4385	-8.01852446308
部分	4377	-8.02035053069
困难	4372	-8.02149351859
学生	4368	-8.02240885046
经过	4356	-8.02515988383
现代化	4356	-8.02515988383
领域	4355	-7.33201270327
朱	4353	-8.02584882633
创造	4345	-8.02768833019
有的	4326	-8.03207076137
台湾	4319	-8.03369019493
期间	4314	-8.03484854094
战略	4300	-8.0380990662
心	4300	-8.0380990662
交	4297	-8.03879698411
干	4295	-8.03926253347
仅	4285	-8.04159353685
投入	4284	-8.04159353685
认真	4260	-8.04744492862
其他	4258	-8.04791452243
贫困	4256	-8.04838433686
黄	4252	-8.04932462842
孩子	4252	-8.04932462842
个人	4243	-8.05144352268
安	4241	-8.05191499841
成功	4240	-8.05191499841
保证	4239	-8.05215081966
乡	4237	-8.05285861726
发	4230	-8.05451209585
了解	4224	-8.0559315425
联	4212	-8.05877649463
想	4193	-8.06329762072
成立	4172	-8.06831855177
不同	4167	-8.06951773646
广大	4164	-8.07023793815
粮食	4162	-8.07071836093
保持	4156	-8.07216101567
因此	4153	-8.07288312426
少	4150	-8.07360575466
进入	4136	-8.0769849517
经	4128	-8.07892106072
贡献	4115	-8.08207525477
周	4115	-8.08207525477
力	4093	-8.08743589139
包括	4086	-8.08914759251
如果	4084	-8.0896371886
信息	4083	-8.0896371886
联合	4072	-8.09257980966
重	4069	-8.09331681988
仍	4067	-8.09380846198
受到	4067	-8.09380846198
红	4044	-8.09947978775
界	4035	-8.10170778718
作品	4033	-8.10220357301
国内	4030	-8.10294771295
出版	4030	-8.10294771295
原则	4022	-8.10493479755
银行	4013	-8.10717499762
利益	4012	-8.80032217818
受	4012	-8.80032217818
介绍	4006	-8.10892085166
一年	4006	-8.10892085166
特	4005	-7.4157736711
深入	3998	-8.11091985283
使用	3991	-8.11267226284
九	3991	-8.11267226284
优势	3991	-8.11267226284
太	3967	-8.11870394737
门	3967	-8.11870394737
特色	3966	-7.42555676681
爱	3965	-8.81210323937
报告	3965	-8.81210323937
体制	3960	-8.12047006364
宣传	3960	-8.12047006364
入	3957	-8.1212279265
存在	3954	-8.12198636416
七	3950	-8.12299850999
推动	3950	-8.12299850999
什么	3942	-8.12502588017
还有	3928	-8.12858369841
各地	3904	-8.13471242035
带	3902	-8.1352248467
发现	3894	-8.13727718195
见	3893	-8.13727718195
卡	3886	-8.13933373795
波	3886	-8.13933373795
看到	3881	-8.14062123652
手	3879	-8.14113670045
吨	3876	-8.14191039488
因为	3874	-8.14242652392
过去	3872	-8.14294291949
型	3868	-8.14397651131
获得	3846	-8.14968044174
还是	3838	-8.15176269132
祖国	3833	-8.15306630251
道	3816	-8.15751133532
女	3816	-8.15751133532
获	3816	-8.15751133532
行动	3802	-8.16118684484
处理	3793	-8.1635568262
召开	3788	-8.16487591358
数	3774	-8.16857864196
深	3771	-8.16937387063
放	3766	-8.17070065867
实际	3762	-8.17176335802
城	3756	-8.17335952756
相	3753	-8.17415856875
转变	3750	-8.17495824892
便	3740	-8.17762847748
田	3728	-8.18084219208
人才	3706	-8.18676096104
成果	3704	-8.18730077212
产	3704	-8.18730077212
快	3701	-8.1881110355
帮助	3701	-8.1881110355
革命	3698	-8.18892195594
率	3694	-8.19000420713
发表	3686	-8.19217222966
优秀	3674	-8.19543310211
俄罗斯	3657	-8.20007094974
竞争	3651	-8.20171298623
队伍	3647	-8.20280917708
徐	3643	-8.20390657088
镇	3637	-8.2055549229
贸易	3623	-8.20941167699
道德	3620	-8.21024006307
认识	3617	-8.21106913593
时期	3616	-8.21106913593
警	3610	-8.21300631656
写	3606	-8.21411496412
座	3604	-8.21466974916
正确	3595	-8.21717009773
制	3586	-8.21967671372
落实	3578	-8.22191010382
形势	3573	-8.22330850986
分别	3570	-8.22414849311
年代	3569	-8.22414849311
知识	3565	-8.22555003504
委员	3564	-8.22555003504
结束	3552	-8.22920326377
良好	3551	-8.22920326377
长期	3542	-8.23202254954
代	3538	-8.23315249317
送	3530	-8.23541621796
主任	3528	-8.23598295076
过程	3527	-8.23598295076
内容	3524	-8.23711738083
商	3523	-8.23711738083
常委	3518	-8.23882144259
乡镇	3517	-8.23882144259
住	3512	-8.24052841313
连	3507	-8.24195311775
法国	3507	-8.24195311775
不少	3506	-7.54880593719
扩大	3496	-8.24509463111
但是	3496	-8.24509463111
夫	3491	-8.24652586078
健康	3489	-8.2470989267
百	3484	-8.24853302991
难	3471	-8.25227135202
制定	3460	-8.25544549983
对于	3459	-8.25544549983
院	3452	-8.25776031568
反	3449	-8.25862975495
港	3445	-8.25979018444
权	3421	-8.26678118291
结构	3420	-8.26678118291
方针	3416	-8.26824381298
读者	3415	-8.26824381298
低	3414	-8.26853659588
欧洲	3407	-8.27088195022
意义	3406	-8.96402913078
应该	3406	-8.96402913078
风	3404	-8.27176287819
造成	3403	-8.27176287819
实践	3398	-8.27352706565
协议	3390	-8.27588416751
俄	3387	-8.27676951507
产生	3387	-8.27676951507
能力	3387	-8.27676951507
维护	3386	-7.87130440696
如何	3386	-7.87130440696
领导人	3380	-8.27883837941
综合	3374	-8.28061510478
成绩	3373	-8.97376228534
讲话	3373	-8.97376228534
大会	3366	-8.28298899314
赵	3362	-8.28417805392
费	3362	-8.28417805392
英国	3360	-8.28477311493
即	3346	-8.28894848634
各级	3346	-8.28894848634
塔	3341	-8.29044392553
儿童	3337	-8.29164188913
行业	3337	-8.29164188913
调查	3332	-8.2931413646
胡	3325	-8.2952444148
先后	3322	-8.29614707771
一起	3313	-8.29885996559
力量	3310	-8.29976589951
机制	3300	-8.30279162043
找	3300	-8.30279162043
简讯	3291	-8.30552261894
才能	3291	-8.30552261894
非	3290	-7.61237543838
原	3282	-8.30826109624
标准	3273	-8.31100709338
应当	3269	-8.31222996116
规模	3265	-8.31345432618
高度	3257	-8.31590756261
花	3245	-8.31959873875
机	3243	-8.32021526158
先	3236	-8.32237608971
首	3233	-8.32330359016
交流	3224	-8.32609126426
志	3224	-8.32609126426
没	3219	-8.32764333659
人口	3216	-8.32857573759
最近	3215	-8.32857573759
双	3214	-8.32888673121
行为	3205	-8.33200199853
有效	3201	-8.33325082792
之一	3196	-8.334814061
依	3194	-8.33544003911
维	3194	-8.33544003911
犯罪	3193	-7.64229285855
来自	3188	-8.33732032798
任	3188	-8.33732032798
责任	3179	-8.34014740697
全部	3178	-8.34014740697
土地	3171	-8.34266709335
访	3170	-8.34266709335
反映	3169	-8.34298250101
日前	3164	-8.344877039
培养	3164	-8.344877039
接受	3161	-8.34582565567
经贸	3155	-8.34772559291
黑	3155	-8.34772559291
靠	3149	-8.34962914678
办法	3147	-8.35026447082
首先	3139	-8.35280981104
直接	3137	-8.3534471597
各国	3129	-8.35600062422
教	3120	-8.35888108708
子	3120	-8.35888108708
文艺	3112	-8.36144848259
转	3111	-8.36144848259
进步	3108	-8.3627346564
正式	3103	-8.36434470344
举办	3101	-8.36498944879
量	3101	-8.36498944879
加快	3090	-8.36854299799
检查	3090	-8.36854299799
现代	3087	-8.36951434338
出席	3083	-8.37081094
现象	3075	-8.37340918765
斗争	3073	-8.37405980576
信	3072	-8.37405980576
春	3071	-9.06753245418
家庭	3071	-9.06753245418
件	3068	-8.3756882054
形式	3063	-8.37731926105
调整	3062	-8.37731926105
声	3058	-8.3789529814
培训	3055	-8.37993449628
全国人大	3053	-8.38058937515
清	3053	-8.38058937515
调	3052	-7.68744219459
增强	3050	-8.38157249828
既	3047	-8.3825565889
按照	3043	-8.38387021799
案	3043	-8.38387021799
可能	3037	-8.38584390284
体	3036	-9.0789910834
社	3036	-9.0789910834
大学	3027	-8.38914205886
图片	3024	-8.39013363059
吃	3021	-8.3911261865
变化	3015	-8.39311425872
创作	3014	-8.39311425872
支	3003	-8.3971022999
党员	2998	-8.39876868922
未	2997	-8.39876868922
邓小平	2996	-8.39910230057
亚洲	2989	-8.4017752056
意见	2984	-8.40344940656
英	2982	-8.40411987256
大家	2979	-8.40512641517
负责	2979	-8.40512641517
最后	2976	-8.40613397193
具体	2957	-8.41253884803
增	2957	-8.41253884803
时代	2948	-8.41558711458
越	2948	-8.41558711458
公斤	2947	-7.72243993402
班	2942	-8.41762446672
光	2941	-8.41762446672
财政	2939	-8.41864470147
任何	2938	-8.41864470147
结果	2935	-8.42000663562
桥	2934	-8.42000663562
号	2913	-8.42753061093
某	2910	-8.42856100772
头	2904	-8.43062499194
参与	2899	-8.43234823896
治	2898	-8.43234823896
集中	2892	-8.43476578461
病	2886	-8.43684262855
有关部门	2885	-8.43684262855
好的	2876	-8.44031364904
真正	2874	-8.44100930125
德国	2872	-8.44170543772
建议	2862	-8.44519340777
期	2861	-8.44519340777
关键	2859	-8.44624217556
资	2859	-8.44624217556
许	2854	-8.44799256985
近年来	2853	-8.44799256985
武	2852	-8.44834301667
地位	2844	-8.45150257696
何	2843	-8.45150257696
汽车	2839	-8.45326221141
统计	2833	-8.45537786806
表现	2829	-8.45679079658
贯彻	2828	-8.45679079658
定	2827	-8.45714434087
品	2820	-8.45997720395
扶贫	2818	-8.46068667543
比较	2815	-8.46175182731
部长	2815	-8.46175182731
真	2814	-7.76860464675
意识	2809	-8.46388554078
医院	2806	-8.46495410722
执行	2806	-8.46495410722
买	2802	-8.46638064099
中国人民	2795	-8.4688819823
一直	2791	-8.47031413435
基层	2787	-8.4717483404
改善	2787	-8.4717483404
河	2783	-8.47318460636
按	2775	-8.47606334171
突出	2775	-8.47606334171
代表团	2768	-8.47858905115
请	2767	-8.47858905115
以色列	2766	-8.4789503881
基地	2765	-8.47931185566
当前	2763	-8.48039704296
价格	2763	-8.48039704296
非洲	2762	-7.7872498624
出口	2760	-8.48148340917
宣布	2759	-8.48148340917
广泛	2758	-8.48184579367
职业	2756	-8.48293373575
指导	2754	-8.4836596886
布	2749	-8.48547687972
巨大	2749	-8.48547687972
立	2745	-8.48693301394
关心	2739	-8.48912119862
片	2736	-8.49021708914
相互	2736	-8.49021708914
派	2731	-8.49204624641
实	2728	-8.49314534892
排	2727	-8.49314534892
兴	2723	-8.49497987521
世	2722	-8.49497987521
甚至	2719	-8.49644992325
史	2717	-8.49718575846
保	2707	-8.50087307827
讨论	2699	-8.50383275487
原因	2690	-8.50717289529
设备	2680	-8.51089729438
查	2676	-8.51239094664
铁路	2671	-8.51426115478
孙	2670	-8.51426115478
所有	2663	-8.51726078207
公里	2661	-8.51801209691
严格	2659	-8.51876397664
大力	2651	-8.5217771616
一切	2646	-8.52366502321
战	2645	-9.21681220377
基	2645	-9.21681220377
白	2643	-8.52479945328
话	2641	-8.52555645559
谈	2641	-8.52555645559
演出	2637	-8.52707218153
管	2634	-8.52821048558
明确	2633	-9.22135766614
保障	2633	-9.22135766614
龙	2630	-8.52973024271
之后	2627	-8.5308715782
引起	2618	-8.53430342142
专	2613	-8.53621510237
为主	2611	-8.53698079919
员	2606	-8.5388976102
形象	2606	-8.5388976102
控制	2606	-8.5388976102
金融	2605	-7.44028532153
虽然	2602	-8.54043370881
收	2601	-8.54043370881
九五	2600	-8.54081810244
大量	2590	-8.54505621319
推进	2583	-8.54776257479
关	2582	-8.54776257479
各项	2574	-8.55125297973
资产	2573	-8.55125297973
韩国	2572	-8.5516415556
持续	2565	-8.55475561028
字	2556	-8.55827055239
段	2556	-8.55827055239
行政	2555	-7.86512337183
销售	2552	-8.55983672342
今后	2551	-8.55983672342
道路	2538	-8.56533771961
问	2538	-8.56533771961
刚	2535	-8.56652045186
税	2533	-8.56730971788
先生	2532	-8.56730971788
当地	2531	-8.56770458462
树	2529	-8.56889012122
活	2527	-8.5696812605
中共中央	2524	-8.57086914422
军事	2523	-8.57086914422
政	2521	-8.5720584407
然而	2520	-9.26520562126
拿	2520	-9.26520562126
党中央	2519	-7.87930800682
联系	2518	-8.57285209153
协会	2513	-8.57523683034
商品	2505	-8.57842535437
治理	2504	-8.57842535437
逐步	2502	-8.57962367686
公安	2501	-8.57962367686
随着	2496	-8.5820246384
完善	2494	-8.58282624165
远	2492	-8.58362848798
严	2491	-8.58362848798
评	2490	-8.58402985262
规划	2484	-8.58684392483
观念	2483	-8.58684392483
非常	2482	-8.58724658238
改造	2481	-8.58764940212
全市	2480	-8.58805238419
创	2477	-8.5896659384
劳动	2467	-8.59371125136
谁	2467	-8.59371125136
改变	2466	-7.9005640708
州	2461	-8.59614631749
完全	2454	-8.59899474261
更加	2454	-8.59899474261
阶段	2453	-7.90584756206
有些	2449	-8.60103431093
欢迎	2446	-8.60226005164
飞	2446	-8.60226005164
或者	2441	-8.60430629749
推广	2441	-8.60430629749
民主	2438	-8.60553605784
广	2436	-8.60635673906
情	2433	-8.6075890251
专业	2430	-8.60882283155
居民	2414	-8.61542896623
反对	2411	-8.6166724897
组成	2411	-8.6166724897
设施	2407	-8.6183329301
热	2401	-8.62082877166
电影	2401	-8.62082877166
校	2398	-8.6220790323
感到	2397	-8.6220790323
对外	2391	-8.62500240043
政协	2387	-8.62667674155
电话	2386	-8.62667674155
奥运会	2385	-8.62709576523
带来	2384	-8.62751496456
时候	2383	-9.32108152026
电视	2383	-9.32108152026
进程	2375	-8.63171665142
红军	2373	-8.63255911145
交通	2366	-8.63551332335
改	2359	-8.63847628848
卫生	2357	-8.63932446495
类	2354	-8.64059808007
来到	2352	-8.64144805887
能够	2351	-8.64144805887
富	2350	-8.64187331935
文学	2349	-9.33544594131
整个	2349	-9.33544594131
画	2347	-8.64357617203
周年	2344	-8.64485521719
体现	2343	-9.33800239775
不可	2343	-9.33800239775
恢复	2342	-7.95213474882
自然	2339	-8.6469906013
两岸	2334	-8.64913055504
明显	2332	-8.64998782042
团结	2329	-8.651275098
选手	2328	-8.651275098
呢	2323	-8.65385463512
主	2321	-8.65471596161
业务	2319	-8.65557803063
北京市	2319	-8.65557803063
全会	2311	-8.65903375761
首都	2308	-8.66033274026
运	2304	-8.66206734607
范围	2299	-8.66423984312
共产党	2299	-8.66423984312
体系	2296	-8.66554561045
另	2292	-8.66728929005
工人	2291	-8.66728929005
常	2284	-8.67078579711
千	2282	-8.67166183746
居	2281	-8.67166183746
价值	2280	-8.6721001456
节	2279	-8.67253864594
著名	2275	-8.6747340365
线	2259	-8.68179185142
初	2258	-9.37493903198
基金	2258	-9.37493903198
批准	2257	-7.98908744262
哈	2255	-8.68356411595
协调	2250	-8.68578387269
伟	2250	-8.68578387269
令人	2249	-7.99263669213
顿	2246	-8.68756323259
法制	2246	-8.68756323259
奇	2239	-8.69068475129
超过	2237	-8.6915784064
现实	2236	-8.6915784064
减少	2235	-8.69202553361
变	2234	-8.69247286084
胜利	2231	-8.69426417345
群	2230	-8.69426417345
纳	2227	-8.69605870063
准备	2220	-8.69920689302
纪念	2218	-8.70010819998
玉	2218	-8.70010819998
采访	2211	-8.70326918703
